,type,locale,url,title,description,lastModified,slug,boxArt,gallery,platform,releaseDateMask,characters,categories,esrb,esrbDescriptors,virtualConsole,generalFilters,filterShops,filterPlayers,publishers,developers,players,featured,freeToStart,availability,objectID,_highlightResult,nsuid,msrp,priceRange,salePrice,id,hasPT
24,game,en_US,/games/detail/boxboy-and-boxgirl-switch,BOXBOY! + BOXGIRL!,"Think outside the box to save a world in peril! As Qbby or Qucy, you’ll create boxes and use them to surmount more than 270 puzzling stages—the most in the series to date! The box planet is plagued with obstacles, so jump, climb, drift, ride, and warp your way past them in three modes, complete with their own stories, stages, challenges, and techniques. You can even team up for a 2-player adventure starring both star-crossed boxes!
A Tale for Two is a new mode in which—for the first time in the series—two players can work together to solve puzzles… Or one brave player can alternate between Qbby and Qucy! On top of that, there’s a third adventure starring Qudy, the tall one, and thanks to his extra-tall boxes, you’ll even have to think outside the rectangle! As you beat stages, you’ll uncover more, and if you’re efficient, earn medals you can use to score everything from boxy accessories to simple comics to helpful items at the in-game shop. Got your eye on a sweet sailor costume? Then try Balloon Challenge: if you get all ten balloons before the time runs out, you’ll score extra medals!",1569957018124,boxboy-and-boxgirl-switch,/content/dam/noa/en_US/games/switch/b/boxboy-and-boxgirl-switch/Switch_BoxBoyBoxGirl_box_eShop.png,5lcDNuaDE6Mk2J0b63iAqykMM9V2TMpd,Nintendo Switch,2019-04-26T00:00:00.000-07:00,[],"['Puzzle', 'Platformer']",Everyone,['Mild Fantasy Violence'],na,['Demo available'],['On Nintendo.com'],['1+'],['Nintendo'],"['HAL Laboratory, Inc.']",up to 2 players,True,False,['Available now'],7826d910-ab4f-3b57-bac9-ff45cc888ec1,"{'title': {'value': 'BOXBOY! + BOXGIRL!', 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'sC_4kbyfK6reyfoZDVlem3z4WZA8v_lu', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000018692', 'matchLevel': 'none', 'matchedWords': []}}",70010000018692,9.99,$5 - $9.99,,sC_4kbyfK6reyfoZDVlem3z4WZA8v_lu,
25,game,en_US,/games/detail/yoshis-crafted-world-switch,Yoshi's Crafted World,"As Yoshi, you’ll leap up high, gulp down enemies, and set out on a treasure hunt to find all the different collectables. On the flip side, stages can be played backwards, providing new perspectives to explore and new ways to locate some of the more craftily hidden items!
It all started when Kamek and Baby Bowser set out to steal a gem-set stone. Legend has it that this fabled artifact can grant the bearer their wildest dreams! But when the artifact’s gems are sent flying, it falls upon Yoshi and friends to find them. Luckily, saving the day can be cooperative and challenging. Pass a Joy-Con controller to a friend to team up as fellow Yoshis. Also, Mellow mode gives Yoshi wings for a breezier experience, which may come in handy! Finding all the flowers, coins, and Poochy Pups is no small feat! For extra protection, suit up in one of the handicraft costumes you can unlock in-game!

Explore each stage and then find even more secrets by making your way through the stage backwards on the flip side!
Overcome varied enemies and obstacles, like Zombie Guys, Skelesaurus, Ukiki, and Monty Mole as you seek out hidden collectables
Pass a Joy-Con controller to a friend for 2-player cooperative exploration
Clad Yoshi in collectable, protective, handicraft costumes as he makes his way through each stage",1569957018124,yoshis-crafted-world-switch,/content/dam/noa/en_US/games/switch/y/yoshis-crafted-world-switch/Switch_YoshisCraftedWorld_box.png,lqN2JhaDE6FxYySRJe7HFB_ZU2yJ5Ha5,Nintendo Switch,2019-03-28T00:00:00.000-07:00,[],"['Action', 'Platformer']",Everyone,['Mild Cartoon Violence'],na,"['Nintendo Switch Game Voucher', 'Demo available', 'Online Play via Nintendo Switch Online']","['At retail', 'On Nintendo.com']",['1+'],['Nintendo'],['Good-Feel'],up to 2 players,True,False,['Available now'],d1f441c5-7a1d-3c32-a661-03ee930b5847,"{'title': {'value': ""Yoshi's Crafted World"", 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'xL2fky2sE-ipFtbqsX25CwKX6thEyZQl', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000000734', 'matchLevel': 'none', 'matchedWords': []}}",70010000000734,59.99,$40+,,xL2fky2sE-ipFtbqsX25CwKX6thEyZQl,
26,game,en_US,/games/detail/kirbys-extra-epic-yarn-3ds,Kirby's Extra Epic Yarn,"One ticked-off sorcerer just banished Kirby, warping the poor puffball to a yarn world in need of saving. The twist? Having a yarn body is epic! Kirby can transform into knitted wonders like tanks and flying saucers. Plus, his new ravel abilities mimic his classic copy abilities, adding something new to every stage of this action-adventure game! Ravel abilities allow Kirby to drop buttons like bombs or wield a wire like a sword. And that's just the beginning of all the makeshift magic. Dead end? Unzip a secret passage. Too dark? Unbutton the night to shed some light. Boss blocking your way? Unravel its face! As you play, you'll collect decorative treasures for Kirby's Pad. Show yours off with the StreetPass feature! If story mode isn't tough enough, see if you can earn more collectibles in Devilish Mode. In this harder mode, you must survive without invincibility as devils obstruct your path through each stage. There are also all-new minigames starring Meta Knight and King Dedede!",1569957018124,kirbys-extra-epic-yarn-3ds,/content/dam/noa/en_US/games/3ds/k/kirbys-extra-epic-yarn-3ds/3DS_KirbysExtraEpicYarn_box.png,5pcnlnaDE6E0lcsynHs1ObIvU4vA4qCb,Nintendo 3DS,2019-03-08T00:00:00.000-08:00,['Kirby'],"['Action', 'Adventure']",Everyone,['Mild Cartoon Violence'],na,['Demo available'],"['At retail', 'On Nintendo.com']",[],['Nintendo'],,1 player,True,False,['Available now'],30d1e7da-0113-3629-8fb2-946f0cd754e7,"{'title': {'value': ""Kirby's Extra Epic Yarn"", 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'ANcIgZ2iYRU2zj7bzvpRJ0KC6zXFq8vQ', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '50010000047595', 'matchLevel': 'none', 'matchedWords': []}}",50010000047595,39.99,$20 - $39.99,,ANcIgZ2iYRU2zj7bzvpRJ0KC6zXFq8vQ,
27,game,en_US,/games/detail/tetris-99-switch,Tetris&#174; 99,"The Tetris® 99 digital game includes an online mode that is a special offer for Nintendo Switch Online members*. In large-scale, 99-player battles, it’ll take speed, skill, and strategy to knock out the competition and become the last player standing. You can target opponents by sending them Garbage Blocks, but be careful… Your rivals can target you back! Defeat opponents to acquire K.O. Badges that may give you the advantage on future attacks. Nintendo Switch Online members can also look forward to upcoming online events*!",1569957018124,tetris-99-switch,/content/dam/noa/en_US/games/switch/t/tetris-99-switch/Switch_Tetris99_box_eShop.png,/content/dam/noa/en_US/games/switch/t/tetris-99-switch/screenshot-gallery/Switch_Tetris99_01.jpg,Nintendo Switch,2019-02-12T00:00:00.000-08:00,[],"['Multiplayer', 'Puzzle']",Everyone,['In-Game Purchases'],na,"['DLC available', 'Online Play via Nintendo Switch Online']",[],"['4+', '3+', '2+', '1+']",['Nintendo'],['ARIKA'],up to 99 players,True,True,['Available now'],2b3d4909-bb7b-3e55-8828-045b7300f863,"{'title': {'value': 'Tetris® 99', 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': '7Gl5au0NXW_zVLJJynUS5oKwJVwqbev3', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000018547', 'matchLevel': 'none', 'matchedWords': []}}",70010000018547,0.0,Free to start,,7Gl5au0NXW_zVLJJynUS5oKwJVwqbev3,
28,game,en_US,/games/detail/yo-kai-watch-3-3ds,YO-KAI WATCH 3,"Purchase the digital version of the YO-KAI WATCH 3 game and receive a code that gives you a chance to battle and befriend Jibanyan T and Komosan T.
Mischievous beings known as Yo-kai are everywhere, and it’s up to Nate and Hailey Anne to befriend, battle, and solve problems with them. Follow two parallel stories and unravel the mysteries behind strange sightings while meeting over 600 Yo-kai and using the new 3x3 grid battle system to strategically dish out or dodge attacks. More Yo-kai, more mysteries! ’Merican Yo-kai have made their way to YO-KAI WATCH 3 and they’re rootin’ tootin’ troublemakers. Speaking of troublemakers, in BBQ, zombies rise from their graves and Nate must free the town during Zombie Night. If you’re too afraid of zombies, you can always find treasure by exploring randomly generated dungeons and discover the truth about the mysterious ruins hidden all across the continent with the Yo-kai Blasters T group.",1569957018124,yo-kai-watch-3-3ds,/content/dam/noa/en_US/games/3ds/y/yo-kai-watch-3-3ds/3DS_YokaiWatch3_box.png,thZmozaDE6rRbAepi1P4AFu_mCxC-I7x,Nintendo 3DS,2019-02-08T00:00:00.000-08:00,[],"['Role-Playing', 'Adventure']",Everyone 10+,"['Crude Humor', 'Fantasy Violence', 'Mild Blood']",na,[],"['At retail', 'On Nintendo.com']","['3+', '2+', '1+']",['Nintendo'],['LEVEL-5'],up to 4 players,True,False,['Available now'],7913cf4e-89a3-31d6-a2d4-11c285a76bf3,"{'title': {'value': 'YO-KAI WATCH 3', 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'WAQVvvd0FP2E2UfeZecs6D9kLg8a7QG0', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '50010000046615', 'matchLevel': 'none', 'matchedWords': []}}",50010000046615,39.99,$20 - $39.99,,WAQVvvd0FP2E2UfeZecs6D9kLg8a7QG0,
29,game,en_US,/games/detail/mario-and-luigi-bowsers-inside-story-3ds,Mario & Luigi: Bowser's Inside Story + Bowser Jr's Journey,"Laugh your way through a hilarious story told from three perspectives! Search the Mushroom Kingdom for a cure as Bowser, explore his innards as the Mario Bros., and discover the untold story of Bowser Jr.’s Journey. Overcome the fury of Fawful, action-packed battles, puzzling tasks, and giant bosses in a classic action RPG—stuffed with new content! Mario and Luigi are stuck inside Bowser, forced to accomplish unusual tasks to assist their arch nemesis with hero stuff across the land. The scenes and dialogue that ensue will have you cackling like Fawful, even in battle! Time your button presses and keep up with the action: turn the system sideways, blow into the mic, or tap the touch screen. In an all-new mode, Bowser Jr. will cross paths with our unlikely allies as he recruits Ranged, Flying, and Melee troopers to fight for his cause. Strategically form teams and pit them against enemies to reign supreme in frenetic combat.",1569957018124,mario-and-luigi-bowsers-inside-story-3ds,/content/dam/noa/en_US/games/3ds/m/mario-and-luigi-bowsers-inside-story-3ds/3DS_MarioLuigi-BowsersInsideStory_box.png,I3dXI3aDE69q0qrYLnRypCMck4zBHKDl,Nintendo 3DS,2019-01-11T00:00:00.000-08:00,['Mario'],"['Role-Playing', 'Action', 'Adventure']",Everyone,"['Comic Mischief', 'Mild Cartoon Violence']",na,[],"['At retail', 'On Nintendo.com']",[],['Nintendo'],,1 player,True,False,['Available now'],d8b68350-8955-3629-93df-8f1019c2c457,"{'title': {'value': ""Mario & Luigi: Bowser's Inside Story + Bowser Jr's Journey"", 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'dUUO4LhaEvtuHYQOe-bzvcOn0mbU-WXs', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '50010000047155', 'matchLevel': 'none', 'matchedWords': []}}",50010000047155,39.99,$20 - $39.99,,dUUO4LhaEvtuHYQOe-bzvcOn0mbU-WXs,
30,game,en_US,/games/detail/new-super-mario-bros-u-deluxe-switch,New Super Mario Bros. U Deluxe,"Join Mario, Luigi, and pals for single-player or multiplayer fun anytime, anywhere! Take on two family-friendly, side-scrolling adventures with up to three friends* as you try to save the Mushroom Kingdom. Includes the New Super Mario Bros. U and harder, faster New Super Luigi U games—both of which include Nabbit and Toadette as playable characters!
Two games in one, for double the fun! Simple, straightforward controls, new playable characters optimized for younger and less-experienced players, and a wealth of bonus content—like a Hints gallery and helpful reference videos**—make this a perfect choice for anyone looking to introduce their family to the wonderful world of Mario. All a player needs is one Joy-Con™ controller, so two people can team up right out of the box! Tackle 164 platforming courses in the two main game modes and enjoy extra replayability with three additional game modes in which you can also play as a Mii™ character: Challenges, Boost Rush, and Coin Battle!",1569957018124,new-super-mario-bros-u-deluxe-switch,/content/dam/noa/en_US/games/switch/n/new-super-mario-bros-u-deluxe-switch/Switch_NSMBU-DX_box.png,Fma2QxaDE6YuvnZGVqM42-44sCtvDLYZ,Nintendo Switch,2019-01-10T00:00:00.000-08:00,"['Mario', 'Mii']","['Action', 'Adventure', 'Multiplayer', 'Platformer']",Everyone,['Comic Mischief'],na,"['Nintendo Switch Game Voucher', 'Online Play via Nintendo Switch Online']","['At retail', 'On Nintendo.com']","['3+', '2+', '1+']",['Nintendo'],,up to 4 players,True,False,['Available now'],2d2a3033-b63d-394a-9081-1382342abbc1,"{'title': {'value': 'New Super Mario Bros. U Deluxe', 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'UUEoLaSJeN0jP6ZYzDGy1JzGzP_TBeMr', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000006411', 'matchLevel': 'none', 'matchedWords': []}}",70010000006411,59.99,$40+,,UUEoLaSJeN0jP6ZYzDGy1JzGzP_TBeMr,
31,game,en_US,/games/detail/fitness-boxing-switch,Fitness Boxing,"Get off the couch and get moving with fun, boxing-based rhythmic exercises set to the instrumental beats of songs by popular artists. You can personalize your workouts by selecting from different fitness goals. Train your way, whether you’re on your own, with a friend, at home, or on the go! Now you can work out anytime, anywhere on the Nintendo Switch system!
Get down your boxing basics while getting down to instrumental versions of 20 unlockable hit songs. Punch and squat while gripping the Joy-Con controllers to get your whole body moving—no additional gym equipment required!
Daily training ranges from 10-40 minutes and offers both Normal and Fast mode. The game software estimates your approximate BMI and daily calories burned so you can track your progress. Choose from a diverse group of trainers and customize their look with unlockable trainer outfits. As you progress, you can earn more songs and more challenging training circuits. If you prefer to work out with a buddy, you can use two sets of Joy-Con controllers or share a pair to enjoy working out cooperatively or test your skills by facing off against each other in a virtual ring!",1569957018124,fitness-boxing-switch,/content/dam/noa/en_US/games/switch/f/fitness-boxing-switch/Switch_FitnessBoxing_box.png,lwN215ZzE6MREAiX-OKN0UVV9eYb-QZ1,Nintendo Switch,2019-01-03T00:00:00.000-08:00,[],"['Sports', 'Music']",Teen,"['Mild Violence', 'Suggestive Themes']",na,"['Nintendo Switch Game Voucher', 'Demo available', 'Online Play via Nintendo Switch Online']",['At retail'],['1+'],['Nintendo'],,up to 2 players,True,False,['Available now'],ec152571-ad2f-31c2-82ab-2fbb999fe963,"{'title': {'value': 'Fitness Boxing', 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'bluBm8p_g8HowCpH3r7VpIJLPIwMtmjN', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000009564', 'matchLevel': 'none', 'matchedWords': []}}",70010000009564,49.99,$40+,,bluBm8p_g8HowCpH3r7VpIJLPIwMtmjN,
32,game,en_US,/games/detail/super-smash-bros-switch,Super Smash Bros. Ultimate,"Purchase the&nbsp;Super Smash Bros. Ultimate Fighters Pass&nbsp;today for access to even more fighters, stages, and music as they release! Full version of game required to use DLC. Sold separately.
Gaming icons clash in the ultimate brawl you can play anytime, anywhere! Smash rivals off the stage as new characters Simon Belmont and King K. Rool join Inkling, Ridley, and every fighter in Super Smash Bros. history. Enjoy enhanced speed and combat at new stages based on the Castlevania series, Super Mario Odyssey, and more!
Having trouble choosing a stage? Then select the Stage Morph option to transform one stage into another while battling—a series first! Plus, new echo fighters Dark Samus, Richter Belmont, and Chrom join the battle. Whether you play locally or online, savor the faster combat, new attacks, and new defensive options, like a perfect shield. Jam out to 900 different music compositions and go 1-on-1 with a friend, hold a 4-player free-for-all, kick it up to 8-player battles and more! Feel free to bust out your GameCube controllers—legendary couch competitions await—or play together anytime, anywhere!",1569957018124,super-smash-bros-switch,/content/dam/noa/en_US/games/switch/s/super-smash-bros-switch/Switch_Super_Smash_Bros_Ultimate_Box.png,RqOXN1ZzE6xQzyiDXU2ChMrmEAACGHLT,Nintendo Switch,2018-12-06T00:00:00.000-08:00,['Mario'],"['Action', 'Fighting', 'Multiplayer']",Everyone 10+,"['Cartoon Violence', 'Comic Mischief', 'Suggestive Themes', 'Users Interact', 'In-Game Purchases']",na,"['Nintendo Switch Game Voucher', 'DLC available', 'Online Play via Nintendo Switch Online']","['At retail', 'On Nintendo.com']","['4+', '3+', '2+', '1+']",['Nintendo'],['Nintendo / Sora Ltd. / BANDAI NAMCO Studios Inc'],up to 8 players,True,False,['Available now'],af83537a-d0a1-3819-9da7-6067659e1f76,"{'title': {'value': 'Super Smash Bros. Ultimate', 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'XYfGbmHybciAx7wE3EiKIu8c32ip0ULk', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000012332', 'matchLevel': 'none', 'matchedWords': []}}",70010000012332,59.99,$40+,,XYfGbmHybciAx7wE3EiKIu8c32ip0ULk,
33,game,en_US,/games/detail/super-smash-bros-ultimate-special-edition-switch,Super Smash Bros. Ultimate Special Edition,"With the Super Smash Bros. ™ Ultimate Special Edition, you will receive a Super Smash Bros. Ultimate game in a steel case, and a Super Smash Bros. Ultimate Edition Nintendo Switch™ Pro Controller to take down your friends in style!
Gaming icons clash in the ultimate brawl you can play anytime, anywhere! Smash rivals off the stage as new characters Simon Belmont and King K. Rool join Inkling, Ridley, and every fighter in Super Smash Bros. history. Enjoy enhanced speed and combat at new stages based on the Castlevania series, Super Mario Odyssey, and more!
Having trouble choosing a stage? Then select the Stage Morph option to transform one stage into another while battling—a series first! Plus, new echo fighters Dark Samus, Richter Belmont, and Chrom join the battle. Whether you play locally or online, savor the faster combat, new attacks, and new defensive options, like a perfect shield. Jam out to 900 different music compositions and go 1-on-1 with a friend, hold a 4-player free-for-all, kick it up to 8-player battles and more! Feel free to bust out your GameCube controllers—legendary couch competitions await—or play together anytime, anywhere!",1569957018124,super-smash-bros-ultimate-special-edition-switch,/content/dam/noa/en_US/games/switch/s/super-smash-bros-ultimate-special-edition-switch/Switch_SSBU_box_Bundle.png,RqOXN1ZzE6xQzyiDXU2ChMrmEAACGHLT,Nintendo Switch,2018-12-06T00:00:00.000-08:00,['Mario'],"['Action', 'Fighting', 'Multiplayer']",Everyone 10+,"['Cartoon Violence', 'Comic Mischief', 'Suggestive Themes', 'Users Interact', 'In-Game Purchases']",na,"['DLC available', 'Online Play via Nintendo Switch Online']","['At retail', 'On Nintendo.com']","['4+', '3+', '2+', '1+']",['Nintendo'],['Nintendo / Sora Ltd. / BANDAI NAMCO Studios Inc'],up to 8 players,True,False,['Available now'],25db9414-8640-323b-b691-8dd80ab19fb9,"{'title': {'value': 'Super Smash Bros. Ultimate Special Edition', 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'Tu6zfQ9JsGj1YN_6okuKVTBwbe2VSj4J', 'matchLevel': 'none', 'matchedWords': []}}",,139.99,,,Tu6zfQ9JsGj1YN_6okuKVTBwbe2VSj4J,
34,game,en_US,/games/detail/pokemon-lets-go-pikachu-switch,"Pokémon: Let's Go, Pikachu!","Feel like a real Pokémon Trainer as you travel through the Kanto region in the Pokémon™: Let’s Go, Pikachu! or Pokémon™: Let’s Go, Eevee! games with Poké Ball™ Plus. The power of a Pokémon Trainer lies in the palm of your hand.
Download the game demo for free! Hello new Pokémon Trainers, a demo of Pokémon: Let's Go, Pikachu! and Pokémon: Let's Go, Eevee! games is available just for you. Explore Viridian Forest, where you can catch Pokémon in the wild and battle trainers with either a partner Pikachu or a partner Eevee at your side (randomly selected). Start your journey now.
* Final game content may vary from this demo.
* Demo game data cannot be transferred to the purchased game.
Become the best Pokémon Trainer as you battle other Trainers, Gym Leaders, and the sinister Team Rocket. Catch Pokémon in the wild using a gentle throwing motion with either a Joy-Con™ controller or a Poké Ball™ Plus accessory, which will light up, vibrate, and make sounds to bring your adventure to life. You can also use button controls in Handheld Mode. Share your adventure with family or friends using a second Joy-Con or Poké Ball Plus (sold separately). You can even connect to the Pokémon™ GO app* using a compatible smartphone to bring over Pokémon originally discovered in the Kanto region!
Explore the vibrant region of Kanto—home to beloved characters like Brock, Misty, and the nefarious trio Jessie, James, and Meowth! Throughout the story, your bond with your partner Pokémon grows stronger as you care for it and travel together. See the world in style by customizing Pikachu and your Trainer with a selection of outfits. True-to-size wild Pokémon roam around in the game—catch them like a real Pokémon Trainer by using timing and a well-placed Poké Ball™. Battle and trade with other players who own the game via local wireless or online**. Go on a stroll with your favorite Pokémon in your Poké Ball Plus to level them up, and to receive in-game rewards after returning them to the game. Connect to Pokémon GO* to transfer caught Kanto-region Pokémon, including Alolan and Shiny forms, as well as the newly discovered Pokémon, Meltan, from that game to this one!

Become the best Pokémon Trainer on an adventure with Pikachu!
Encounter Pokémon™ in the Kanto region and beloved characters like Brock and Misty as you foil the plans of Jesse, James, Meowth, and the rest of Team Rocket
Play the entire game in Handheld Mode, with a single Joy-Con™ controller, or the Poké Ball™ Plus accessory which will light up, vibrate, and make sounds to bring your adventure to life
Take your Pokémon for a stroll in Poké Ball™ Plus to level them up, and to receive in-game rewards after returning them to the game.
Gently shake Poké Ball™ Plus to hear a Pokémon that has been put inside from Pokémon™: Let's Go, Pikachu! or Pokémon™: Let's Go, Eevee!
Every Poké Ball™ Plus contains your very own Mythical Pokémon Mew!**
Share a Pokémon adventure together anytime, anywhere on one system by using another Joy-Con™ controller or Poké Ball™ Plus accessory (sold separately) to catch and battle alongside another player!
Connect with the Pokémon™ GO* app on compatible smartphones to transfer caught Kanto-region Pokémon, including Alolan and Shiny forms, as well as the newly discovered Pokémon, Meltan!
Connect Poké Ball™ Plus to the Pokémon™ GO*** app to catch Pokémon in the real world and gather items from Poké Stops without viewing your smartphone screen—while carrying a Pokémon from the Pokémon™: Let's Go, Pikachu! or Pokémon™: Let's Go, Eevee! games
Battle and trade with other players who own the game via local wireless or online**
Other online features include Mystery Gifts**",1569957018124,pokemon-lets-go-pikachu-switch,/content/dam/noa/en_US/games/switch/p/pokemon-lets-go-pikachu-switch/Switch_Pokemon_Lets_Go_Pikachu_box_2.png,hldWRwZzE6-qvFZi_mi6Xt69lA4uUYFT,Nintendo Switch,2018-11-15T00:00:00.000-08:00,['Pokémon'],"['Adventure', 'Role-Playing', 'Multiplayer']",Everyone,['Mild Cartoon Violence'],na,"['Nintendo Switch Game Voucher', 'Demo available', 'Online Play via Nintendo Switch Online']","['At retail', 'On Nintendo.com']",['1+'],['Nintendo'],['GAME FREAK Inc.'],up to 2 players,True,False,['Available now'],e6a4e168-363a-374c-8079-9faba89e339d,"{'title': {'value': ""Pokémon: Let's Go, Pikachu!"", 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'i2MD5wC29vqM4uPYh6Tw-oKYojmuvsWg', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000000447', 'matchLevel': 'none', 'matchedWords': []}}",70010000000447,59.99,$40+,,i2MD5wC29vqM4uPYh6Tw-oKYojmuvsWg,
35,game,en_US,/games/detail/pokemon-lets-go-eevee-switch,"Pokémon: Let's Go, Eevee!","Feel like a real Pokémon Trainer as you travel through the Kanto region in the Pokémon™: Let’s Go, Pikachu! or Pokémon™: Let’s Go, Eevee! games with Poké Ball™ Plus. The power of a Pokémon Trainer lies in the palm of your hand.
Download the game demo for free! Hello new Pokémon Trainers, a demo of Pokémon: Let's Go, Pikachu! and Pokémon: Let's Go, Eevee! games is available just for you. Explore Viridian Forest, where you can catch Pokémon in the wild and battle trainers with either a partner Pikachu or a partner Eevee at your side (randomly selected). Start your journey now.
* Final game content may vary from this demo.
* Demo game data cannot be transferred to the purchased game.
Become the best Pokémon Trainer as you battle other Trainers, Gym Leaders, and the sinister Team Rocket. Catch Pokémon in the wild using a gentle throwing motion with either a Joy-Con™ controller or a Poké Ball™ Plus accessory, which will light up, vibrate, and make sounds to bring your adventure to life. You can also use button controls in Handheld Mode. Share your adventure with family or friends using a second Joy-Con or Poké Ball Plus (sold separately). You can even connect to the Pokémon™ GO app* using a compatible smartphone to bring over Pokémon originally discovered in the Kanto region!
Explore the vibrant region of Kanto—home to beloved characters like Brock, Misty, and the nefarious trio Jessie, James, and Meowth! Throughout the story, your bond with your partner Pokémon grows stronger as you care for it and travel together. See the world in style by customizing Eevee and your Trainer with a selection of outfits. True-to-size wild Pokémon roam around in the game—catch them like a real Pokémon Trainer by using timing and a well-placed Poké Ball™. Battle and trade with other players who own the game via local wireless or online**. Go on a stroll with your favorite Pokémon in your Poké Ball Plus to level them up, and to receive in-game rewards after returning them to the game. Connect to Pokémon GO* to transfer caught Kanto-region Pokémon, including Alolan and Shiny forms, as well as the newly discovered Pokémon, Meltan, from that game to this one!

Become the best Pokémon Trainer on an adventure with Eevee!
Encounter Pokémon™ in the Kanto region and beloved characters like Brock and Misty as you foil the plans of Jesse, James, Meowth, and the rest of Team Rocket
Play the entire game in Handheld Mode, with a single Joy-Con™ controller, or the Poké Ball™ Plus accessory which will light up, vibrate, and make sounds to bring your adventure to life
Take your Pokémon for a stroll in Poké Ball™ Plus to level them up, and to receive in-game rewards after returning them to the game.
Gently shake Poké Ball™ Plus to hear a Pokémon that has been put inside from Pokémon™: Let's Go, Pikachu! or Pokémon™: Let's Go, Eevee!
Every Poké Ball™ Plus contains your very own Mythical Pokémon Mew!**
Share a Pokémon adventure together anytime, anywhere on one system by using another Joy-Con™ controller or Poké Ball™ Plus accessory (sold separately) to catch and battle alongside another player!
Connect with the Pokémon™ GO* app on compatible smartphones to transfer caught Kanto-region Pokémon, including Alolan and Shiny forms, as well as the newly discovered Pokémon, Meltan!
Connect Poké Ball™ Plus to the Pokémon™ GO*** app to catch Pokémon in the real world and gather items from Poké Stops without viewing your smartphone screen—while carrying a Pokémon from the Pokémon™: Let's Go, Pikachu! or Pokémon™: Let's Go, Eevee! games
Battle and trade with other players who own the game via local wireless or online**
Other online features include Mystery Gifts**",1569957018124,pokemon-lets-go-eevee-switch,/content/dam/noa/en_US/games/switch/p/pokemon-lets-go-eevee-switch/Switch_Pokemon_Lets_Go_Eevee_box_2.png,hldWRwZzE6-qvFZi_mi6Xt69lA4uUYFT,Nintendo Switch,2018-11-15T00:00:00.000-08:00,['Pokémon'],"['Adventure', 'Role-Playing', 'Multiplayer']",Everyone,['Mild Cartoon Violence'],na,"['Nintendo Switch Game Voucher', 'Demo available', 'Online Play via Nintendo Switch Online']","['At retail', 'On Nintendo.com']",['1+'],['Nintendo'],['GAME FREAK Inc.'],up to 2 players,True,False,['Available now'],687a68d1-b33d-3843-ae8e-934c24c6b509,"{'title': {'value': ""Pokémon: Let's Go, Eevee!"", 'matchLevel': 'none', 'matchedWords': []}, 'id': {'value': 'KefRP5_7CRw9kp8hNS57ApyKEXrjKgFn', 'matchLevel': 'none', 'matchedWords': []}, 'nsuid': {'value': '70010000000450', 'matchLevel': 'none', 'matchedWords': []}}",70010000000450,59.99,$40+,,KefRP5_7CRw9kp8hNS57ApyKEXrjKgFn,
